"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1933671559081963568","Sat Jun 14 01:06:59 +0000 2025","0","@rwbbyjen @bdamt___ Awas kebakaran lagi rumahnya.","1933692611816272204","","rwbbyjen","in","","0","0","0","https://x.com/undefined/status/1933692611816272204","1918299633530617856",
"1933690484666556753","Sat Jun 14 00:58:32 +0000 2025","0","Video Kebakaran Warung di Jl. PTPN 13 RT 05 RW 02 Depan RS Danau Salak Desa Bawahan Selan Kec. Mataraman Kab. Banjar Link ▶️ : https://t.co/hpQAOkTBCN","1933690484666556753","","","in","","0","0","0","https://x.com/undefined/status/1933690484666556753","295812372",
"1933463013157470612","Sat Jun 14 00:52:36 +0000 2025","0","@randomable_ Ada judol yg ditangkap pemainnya Ada narkoba yg ditangkap kurirnya Ada kebakaran hutan yg ditangkap petaninya Ada kebakaran gedung yg ditangkap kuli nya Hahahahahahahahhaha","1933688991972536684","","randomable_","in","","0","0","0","https://x.com/undefined/status/1933688991972536684","1836998002751459328",
"1933507488688865727","Sat Jun 14 00:49:55 +0000 2025","1","@YansenSorong @GoodNewsJurnal Lagi cari video lama misal sebuah kebakaran di Israel. Nanti digoreng jadi 'Iran meluluhlantakkan israel' ","1933688318560251968","","YansenSorong","in","","0","0","0","https://x.com/undefined/status/1933688318560251968","1335889446",
"1933686436987088985","Sat Jun 14 00:42:27 +0000 2025","0","MDMC Kubu Raya Bergerak Bersama Padamkan Karhutla di Kuala Dua Api Dekati Permukiman Warga https://t.co/2ZCfC7olbE","1933686436987088985","","","in","","0","0","0","https://x.com/undefined/status/1933686436987088985","1720394715714166784",
"1933686371589501428","Sat Jun 14 00:42:11 +0000 2025","0","Respon Cepat Polri terhadap tindak kejahatan ataupun bencana alam melalui personil Bhabinkamtibmas Polsek Barangin yang datangi langsung lokasi terjadinya kebakaran akibat pembakaran sampah yang menyebabkan api menyebar https://t.co/MKFxsxCQhu","1933686371589501428","https://pbs.twimg.com/media/GtXVgCYbMAAUy5B.jpg","","in","","0","0","0","https://x.com/undefined/status/1933686371589501428","1262560921471217665",
"1933685733442924575","Sat Jun 14 00:39:39 +0000 2025","0","[8:31:30 AM] TELAH TERJADI KEBAKARAN DI JALAN PULAU BATANTA PERKIRAAN AWAL ANTARA RUMAH ATAU GARMEN. SAAT INI POS INDUK MELUNCUR KE TKP. MOHON BERIKAN PRIORITAS","1933685733442924575","","","in","","0","0","0","https://x.com/undefined/status/1933685733442924575","235057123",
"1933685005747900670","Sat Jun 14 00:39:21 +0000 2025","0","@kanaluvv Amin biar haters makin kebakaran","1933685657475690620","","kanaluvv","in","","0","0","0","https://x.com/undefined/status/1933685657475690620","1869418007585574912",
"1933684417559757093","Sat Jun 14 00:34:25 +0000 2025","0","Akhir2 ini lagi banyak insiden kebakaran jadi pengen rewatch Fire Force","1933684417559757093","","","in","","0","1","0","https://x.com/undefined/status/1933684417559757093","1850063453542895616",
"1933590328017121748","Sat Jun 14 00:23:20 +0000 2025","0","@harrysajalah @IRIran_Military Kota dalam foto kemungkinan besar adalah Dubai berdasarkan siluet Burj Al Arab di cakrawala. Gambar tersebut tampaknya menunjukkan kebakaran di Al Barsha Dubai pada 13 Mei 2025 akibat kebocoran gas di sebuah restoran menghasilkan asap tebal. Tidak ada laporan aktivitas","1933681625071825150","","harrysajalah","in","","0","0","0","https://x.com/undefined/status/1933681625071825150","1720665183188922368",
"1933676104470180012","Sat Jun 14 00:15:13 +0000 2025","0","@kyeomtaak GW KEBAKARAN JENGGOT BGT LIATNYA ANJG (walaupun gpnya jenggot) BEGO PLYBE PUTANGINANJIR","1933679585151103362","","kyeomtaak","in","","0","1","0","https://x.com/undefined/status/1933679585151103362","1776513930854330368",
"1933679477462347935","Sat Jun 14 00:14:48 +0000 2025","0","Kebakaran terjadi di Tel Aviv Israel bagian tengah menyusul serangan rudal Iran sebagai tanggapan Teheran terhadap serangan Israel. https://t.co/7s3F6mgTby https://t.co/ppfCWIqunp","1933679477462347935","https://pbs.twimg.com/media/GtXPPJ_bMAA6qvX.jpg","","in","","0","0","0","https://x.com/undefined/status/1933679477462347935","62170147",
